revision,step,trace,trace_std,max_eig,max_eig_std,stable_rank,stable_rank_std
step0,0,1.1671875,0.44467402144892887,-0.16399999999999998,2.7755575615628914e-17,35.1325,1.4902946856242896
step1,1,1.03017578125,0.7708136485567647,-0.16399999999999998,2.7755575615628914e-17,34.464299999999994,1.7789569443918534
step2,2,1.1240234375,0.48687238151424,-0.16399999999999998,2.7755575615628914e-17,34.9727,1.2354763494296437
step4,4,1.345703125,0.6464607718500912,-0.16399999999999998,2.7755575615628914e-17,34.1883,1.597970465934837
step8,8,1.84609375,0.4751008579189397,0.17179999999999998,0.00039999999999998923,31.431599999999996,1.7109356621451315
step16,16,4.3875,0.5345851195085775,0.23569999999999994,0.0004582575694955844,18.2939,0.9873183326566973
step32,32,9.040625,0.8336255997898577,0.418,0.0,10.020199999999999,0.9092932200341097
step64,64,7.584375,0.6654195692380861,0.367,0.0,8.2804,1.0871493181711518
step128,128,6.425,0.4903761311483258,0.4680000000000001,5.551115123125783e-17,4.6086,0.992964772789045
step256,256,14.01875,1.680087888326084,1.2445,0.000500000000000056,3.6407000000000003,0.8271102768071498
step512,512,92.1,8.828363381737297,8.604299999999999,0.0010049875621122569,3.6347,0.8640013946748002
step1000,1000,146.1,13.434656675925888,7.2965,0.0014999999999999382,7.0342,0.8605310918264372
step2000,2000,202.7,19.225243821600806,13.1363,0.0072394751190952645,4.639,0.3957719040053247
step5000,5000,592.4,33.44009569364298,26.8344,0.01882126456963057,4.8361,0.42285374540140963
step10000,10000,1256.8,51.15623129199414,35.429899999999996,0.01532612149240624,9.3497,1.1956967884877838
step20000,20000,2363.2,116.71229583895607,82.7053,0.1276926387854837,6.1366,0.6382651799996611
step50000,50000,4915.2,274.23085165604544,152.1003,3.3777529527779273,10.342100000000002,1.7663167015006114
step100000,100000,5308.0,3539.089261377848,-3002.0226000000002,942.1549312990088,3.3577,1.6431904971731062
step140000,140000,10624.0,3145.878319325145,2352.3137,2847.952768873109,5.5966,1.1266104206867606
