revision,step,trace,max_eig,stable_rank
step0,0,0.158203125,-0.141,19.746
step1,1,0.52734375,-0.141,21.416
step2,2,0.271484375,-0.141,20.238
step4,4,0.28125,-0.141,20.336
step8,8,1.1640625,0.139,21.532
step16,16,1.9609375,0.179,13.106
step32,32,7.65625,0.321,9.326
step64,64,6.59375,0.279,6.198
step128,128,4.09375,0.301,6.467
step256,256,-3.171875,3.442,3.207
step512,512,-108.0,-7.289,6.925
step1000,1000,-268.0,-12.788,7.879
step2000,2000,-368.0,-15.485,9.268
step5000,5000,-992.0,-37.026,7.256
step10000,10000,-1816.0,-58.46,9.539
step20000,20000,-2608.0,-85.74,12.184
step50000,50000,-2640.0,-144.127,18.273
step100000,100000,-3840.0,4219.505,3.845
step140000,140000,-816.0,2987.434,6.471
