revision,step,trace,max_eig,stable_rank
step0,0,9.000000,2.193000,18.644000
step1,1,13.312500,2.190000,18.767000
step2,2,-8.875000,2.192000,18.574000
step4,4,4.125000,2.194000,18.019000
step8,8,0.184570,2.336000,16.542000
step16,16,15.625000,2.650000,12.379000
step32,32,44.750000,2.826000,9.438000
step64,64,51.500000,1.481000,10.900000
step128,128,52.750000,2.328000,3.634000
step256,256,164.000000,8.740000,1.925000
step512,512,672.000000,12.513000,9.448000
step1000,1000,1104.000000,13.623000,9.724000
step2000,2000,1224.000000,11.096000,24.588000
step5000,5000,1304.000000,26.944000,4.458000
step10000,10000,1432.000000,-195.510000,1.577000
step20000,20000,1584.000000,-119.466000,2.388000
step50000,50000,8896.000000,2700.610000,0.202000
step100000,100000,62976.000000,33502.567000,3.607000
step140000,140000,11072.000000,7572.509000,2.809000
