revision,step,trace,max_eig,stable_rank
step0,0,-1.578125,-0.079,48.194
step1,1,-0.88671875,-0.079,46.004
step2,2,-0.9375,-0.079,44.752
step4,4,-0.8671875,-0.079,47.256
step8,8,-0.234375,-0.077,47.436
step16,16,0.55859375,-0.072,55.007
step32,32,4.53125,0.161,12.96
step64,64,7.75,0.27,12.378
step128,128,6.40625,0.204,12.484
step256,256,6.8125,0.177,12.78
step512,512,20.25,2.793,1.658
step1000,1000,67.0,2.922,6.354
step2000,2000,202.0,5.61,7.25
step5000,5000,536.0,10.715,11.43
step10000,10000,864.0,16.517,11.731
step20000,20000,1168.0,23.404,13.146
step50000,50000,1896.0,71.174,8.787
step100000,100000,221184.0,94141.579,3.048
step140000,140000,28928.0,-149370.227,4.143
