revision,step,trace,max_eig,stable_rank
step0,0,-1.484375,-0.245,17.701
step1,1,-1.0,-0.245,16.66
step2,2,-0.875,-0.245,15.944
step4,4,-1.265625,-0.244,17.19
step8,8,0.6640625,-0.221,20.475
step16,16,1.6015625,0.22,20.58
step32,32,10.3125,0.451,10.447
step64,64,8.5,0.372,6.718
step128,128,7.25,0.465,4.39
step256,256,13.1875,1.418,4.389
step512,512,91.0,8.16,4.716
step1000,1000,188.0,8.246,8.242
step2000,2000,292.0,13.475,5.951
step5000,5000,876.0,27.557,5.77
step10000,10000,1752.0,50.954,7.447
step20000,20000,3152.0,84.205,9.196
step50000,50000,5056.0,153.332,10.416
step100000,100000,23808.0,5390.989,3.839
step140000,140000,-800.0,-22491.851,3.007
