revision,step,trace,max_eig,stable_rank
step0,0,-2.078125,-0.099,41.251
step1,1,-0.92578125,-0.099,43.443
step2,2,-1.0703125,-0.099,40.055
step4,4,-0.94921875,-0.099,41.649
step8,8,-0.28515625,-0.09,54.012
step16,16,0.5078125,0.089,54.493
step32,32,5.625,0.194,15.05
step64,64,7.75,0.293,13.741
step128,128,5.8125,0.214,12.88
step256,256,7.5625,0.271,8.244
step512,512,37.25,2.937,7.072
step1000,1000,138.0,5.735,5.532
step2000,2000,712.0,21.737,9.274
step5000,5000,1680.0,65.273,9.743
step10000,10000,2960.0,104.832,11.409
step20000,20000,4288.0,117.497,13.426
step50000,50000,6240.0,-4474.703,1.541
step100000,100000,242688.0,1216652.811,2.339
step140000,140000,-1040384.0,-442411.112,0.733
