revision,step,trace,max_eig,stable_rank
step0,0,-0.046142578125,0.166,43.661
step1,1,-0.27734375,0.166,43.661
step2,2,0.59765625,0.166,45.362
step4,4,0.26953125,0.166,47.914
step8,8,2.765625,0.166,42.527
step16,16,2.234375,0.164,41.828
step32,32,6.5625,0.189,27.339
step64,64,4.21875,0.128,22.531
step128,128,3.296875,0.275,6.87
step256,256,9.4375,0.594,7.971
step512,512,48.25,3.639,3.87
step1000,1000,41.75,2.787,7.039
step2000,2000,53.25,9.251,2.141
step5000,5000,170.0,18.107,2.562
step10000,10000,316.0,21.04,4.423
step20000,20000,624.0,-155.66,1.197
step50000,50000,1536.0,-467.544,2.47
step100000,100000,12672.0,7063.653,0.695
step140000,140000,4016.0,1977.458,5.224
