revision,step,trace,max_eig,stable_rank
step0,0,-6.031250,1.235000,44.328000
step1,1,-9.437500,1.235000,44.584000
step2,2,-16.000000,1.236000,45.493000
step4,4,-11.562500,1.239000,41.528000
step8,8,-10.187500,1.302000,41.588000
step16,16,1.609375,1.533000,29.825000
step32,32,31.750000,2.590000,11.655000
step64,64,61.250000,1.881000,9.539000
step128,128,50.000000,3.467000,2.623000
step256,256,165.000000,12.642000,2.107000
step512,512,644.000000,19.327000,3.502000
step1000,1000,1064.000000,16.589000,6.765000
step2000,2000,1280.000000,9.632000,27.864000
step5000,5000,1272.000000,7.078000,59.758000
step10000,10000,1488.000000,-33.321000,5.974000
step20000,20000,1528.000000,82.160000,2.231000
step50000,50000,2528.000000,148.348000,2.242000
step100000,100000,8192.000000,-3695.793000,2.027000
step140000,140000,15040.000000,26210.073000,0.640000
