revision,step,trace,trace_std,max_eig,max_eig_std,stable_rank,stable_rank_std
step0,0,-0.424658203125,0.3061127062969641,-0.08199999999999999,1.3877787807814457e-17,52.778499999999994,2.468265717057221
step1,1,-0.152001953125,0.25082291111463634,-0.08199999999999999,1.3877787807814457e-17,51.96509999999999,1.614431135106108
step2,2,-0.51953125,0.3627190289937111,-0.08199999999999999,1.3877787807814457e-17,51.9942,1.2461295117282152
step4,4,-0.31455078125,0.298553044984565,-0.08199999999999999,1.3877787807814457e-17,51.965199999999996,1.3898065189082969
step8,8,0.3157470703125,0.32674988202893346,0.07599999999999998,1.3877787807814457e-17,61.474799999999995,1.8508313159226606
step16,16,1.509765625,0.5067815556687276,0.096,0.0,38.274,1.1223200969420444
step32,32,5.41875,0.3773882284862632,0.2,0.0,14.4923,1.3652217438936431
step64,64,7.996875,0.6755278607318872,0.294,0.0,13.0696,1.7547391373078787
step128,128,6.18125,0.32828864966672244,0.21589999999999998,0.0003000000000000003,12.6326,1.143125207490413
step256,256,5.79375,0.29087690695550245,0.24900000000000003,2.7755575615628914e-17,7.0089000000000015,0.4393227628976218
step512,512,33.225,3.177459677163504,3.0504,0.0004898979485567992,3.4267000000000003,0.5352244482457804
step1000,1000,110.95,6.657514551242078,5.248099999999999,0.00029999999999983377,6.9198,0.8449158301274751
step2000,2000,653.6,49.19186924685827,19.7874,0.002332380757938168,12.2684,1.1094795356382197
step5000,5000,1594.4,77.2362609141587,61.733399999999996,0.013177253128024194,9.745000000000001,0.5546891021103624
step10000,10000,2910.4,170.30044039872593,93.96889999999999,0.021412379596859377,12.8031,2.0063756103980133
step20000,20000,4009.6,321.69152926367207,130.5801,0.029689897271631294,10.2538,1.0798383953166328
step50000,50000,23385.6,3059.2,3114.2711000000004,1019.1897242675134,6.8961,3.6649363009471254
step100000,100000,131712.0,254159.79240784724,179009.37819999998,150432.73380597503,5.1433,1.6233992762102614
step140000,140000,328704.0,386849.25654523366,248817.49599999998,43449.94734230386,3.1232999999999995,1.0019724597013633
