revision,step,trace,trace_std,max_eig,max_eig_std,stable_rank,stable_rank_std
step0,0,0.2560302734375,0.7485133540791233,0.16599999999999998,2.7755575615628914e-17,44.51180000000001,1.6820106896212048
step1,1,0.23624267578125,0.9534094433733975,0.16599999999999998,2.7755575615628914e-17,44.3984,1.3128338204053094
step2,2,0.51103515625,1.024549138534174,0.16599999999999998,2.7755575615628914e-17,44.3415,1.1494522391121784
step4,4,0.65771484375,0.5177161612069195,0.16599999999999998,2.7755575615628914e-17,44.62520000000001,1.1701488623247907
step8,8,0.95458984375,0.6511745185089001,0.16599999999999998,2.7755575615628914e-17,44.369899999999994,1.4906358005898028
step16,16,2.35546875,0.47993491685233997,0.16399999999999998,2.7755575615628914e-17,44.064499999999995,0.7001137407593139
step32,32,6.2375,0.7616542440635383,0.189,0.0,27.743000000000002,1.5610242150588185
step64,64,4.3640625,0.2557970463204179,0.12800000000000003,2.7755575615628914e-17,21.779500000000002,0.6616762425839386
step128,128,2.715625,0.4092318451990265,0.275,0.0,7.2986,0.5861535976175528
step256,256,8.690625,0.8758310785334121,0.5939,0.00030000000000000024,7.094199999999999,0.779378444659589
step512,512,48.425,2.170973284036448,3.6380000000000003,0.001483239697419119,4.7609,0.8054452743669183
step1000,1000,44.5,5.748912940721924,2.787,0.0012649110640672826,7.8917,0.6871957581359189
step2000,2000,60.1,8.840390262878671,9.255300000000002,0.010178899744078223,2.307,0.6170670952173678
step5000,5000,167.5,18.205768316662716,18.0974,0.11393612245464513,2.2212,0.7150698986812408
step10000,10000,366.8,34.850538015933125,21.0167,0.07497873031733733,4.169300000000001,0.5580890699521
step20000,20000,512.6,127.98140489930559,-156.54410000000001,2.0457139316140966,0.9416,0.22273984825351748
step50000,50000,1299.6,336.8676891600024,2.545000000000016,439.5592647616474,2.9109000000000003,0.4717930584482989
step100000,100000,13404.8,6160.784573412708,6108.3206,463.10962005451796,1.4623000000000002,0.7502992802875397
step140000,140000,9696.2,5557.353071382095,1783.7449000000001,2272.5667602964472,5.837000000000001,6.124638030120638
