revision,step,trace,trace_std,max_eig,max_eig_std,stable_rank,stable_rank_std
step0,0,8.9765625,5.268240494715124,-2.0081,0.0023430749027720395,23.5729,1.0596957535066374
step1,1,11.378515625,5.827709343945507,-2.0077,0.0018466185312619857,23.2439,0.6809608579059444
step2,2,7.68125,4.8503543684972135,-2.0082999999999998,0.00167630546142403,23.4543,0.8737550057081227
step4,4,6.615625,5.762508473421102,-2.0053000000000005,0.0016155494421403603,23.288,1.0073581289690372
step8,8,10.68125,5.036639194443056,-1.9141000000000001,0.0013747727084867589,25.6644,0.781762521485905
step16,16,23.46875,4.224486840138101,1.8270999999999997,0.0027000000000000127,26.8375,1.2899740501265908
step32,32,55.975,4.846970703439418,2.3531,0.0022113344387495433,13.518899999999999,0.9921050801200444
step64,64,59.5,3.152380053229623,1.5115999999999998,0.0019078784028339023,13.6939,0.9940614115838116
step128,128,41.8,2.3473389188611002,1.3700000000000003,0.0013416407864998915,8.6714,0.426606188422062
step256,256,139.6,6.514598989960932,6.092499999999999,0.006152235366108828,4.3363,0.4042209915380445
step512,512,824.0,31.086974764360715,18.9163,0.0054963624334649405,6.185700000000001,0.747228351978162
step1000,1000,1156.0,29.120439557122072,10.3351,0.009016096716428659,24.5099,0.819602275497085
step2000,2000,1208.8,46.982549952083275,10.0465,0.010317460927960685,37.4501,1.211600218719028
step5000,5000,1358.4,32.55518391900128,14.968799999999998,0.17326153641244232,16.6416,0.736057090177114
step10000,10000,1726.4,37.65952734700742,15.434699999999998,0.012108261642366306,26.963900000000002,0.8024814577297102
step20000,20000,2102.4,83.27688754990788,25.3485,19.006173193202255,16.584300000000002,0.960805084291294
step50000,50000,2505.6,392.1436471498678,-405.80370000000005,9.643069304427915,2.3926,0.6079255217541043
step100000,100000,11927.4,6170.381903901896,5923.028199999999,2409.387332269961,2.0778000000000003,1.543544155507059
step140000,140000,10585.6,3191.2777127664713,-1050.6480999999999,2273.8787808941556,6.9093,3.787218743352435
