revision,step,trace,max_eig,stable_rank
step0,0,-7.437500,-0.450000,95.679000
step1,1,-0.130859,-0.450000,94.444000
step2,2,-2.984375,-0.446000,93.004000
step4,4,23.875000,0.551000,61.759000
step8,8,75.000000,0.749000,41.667000
step16,16,40.250000,0.442000,32.152000
step32,32,18.250000,0.553000,8.737000
step64,64,10.312500,0.277000,22.502000
step128,128,7.656250,0.182000,91.984000
step256,256,10.750000,-1.391000,7.710000
step512,512,135.000000,5.925000,6.696000
step1000,1000,243.000000,6.367000,13.514000
step2000,2000,232.000000,-6.379000,14.642000
step5000,5000,199.000000,4.304000,23.537000
step10000,10000,226.000000,3.710000,29.250000
step20000,20000,211.000000,4.327000,30.551000
step50000,50000,382.000000,5.693000,25.204000
step100000,100000,600.000000,18.384000,9.604000
step140000,140000,968.000000,18.165000,16.350000
