revision,step,trace,max_eig,stable_rank
step0,0,-8.187500,0.796000,88.776000
step1,1,0.093750,0.796000,92.722000
step2,2,2.968750,0.804000,82.764000
step4,4,49.500000,1.047000,52.554000
step8,8,114.500000,1.288000,34.962000
step16,16,45.750000,0.525000,35.828000
step32,32,17.250000,1.649000,3.792000
step64,64,18.250000,0.911000,8.924000
step128,128,12.375000,0.527000,47.033000
step256,256,12.250000,0.340000,140.571000
step512,512,39.500000,0.529000,75.936000
step1000,1000,38.000000,1.020000,42.772000
step2000,2000,51.250000,-4.157000,6.729000
step5000,5000,73.500000,1.692000,42.891000
step10000,10000,102.500000,5.470000,9.424000
step20000,20000,111.000000,3.191000,22.250000
step50000,50000,199.000000,3.717000,23.911000
step100000,100000,352.000000,16.375000,6.270000
step140000,140000,704.000000,50.711000,3.308000
