revision,step,trace,max_eig,stable_rank
step0,0,2.109375,0.651000,93.794000
step1,1,7.906250,0.651000,89.075000
step2,2,11.625000,0.657000,88.614000
step4,4,41.750000,0.861000,59.691000
step8,8,102.000000,1.099000,35.809000
step16,16,48.000000,0.522000,35.323000
step32,32,17.500000,1.092000,6.027000
step64,64,13.375000,0.611000,11.217000
step128,128,11.750000,0.374000,56.747000
step256,256,7.250000,0.273000,155.141000
step512,512,45.500000,1.195000,34.663000
step1000,1000,125.500000,1.870000,54.334000
step2000,2000,155.000000,5.429000,14.655000
step5000,5000,146.000000,3.440000,38.748000
step10000,10000,224.000000,4.716000,23.650000
step20000,20000,199.000000,6.594000,15.450000
step50000,50000,310.000000,5.922000,20.865000
step100000,100000,520.000000,21.630000,5.342000
step140000,140000,832.000000,62.216000,2.579000
