revision,step,trace,max_eig,stable_rank
step0,0,5.906250,-0.532000,88.332000
step1,1,1.562500,-0.532000,95.840000
step2,2,4.343750,0.534000,94.247000
step4,4,32.250000,0.706000,56.176000
step8,8,90.500000,0.893000,39.031000
step16,16,43.500000,0.493000,30.087000
step32,32,18.375000,0.695000,8.119000
step64,64,12.875000,0.333000,22.545000
step128,128,9.437500,0.228000,82.958000
step256,256,7.562500,0.264000,101.781000
step512,512,28.375000,0.831000,40.547000
step1000,1000,96.500000,1.973000,37.763000
step2000,2000,117.000000,6.568000,8.118000
step5000,5000,103.000000,2.350000,46.316000
step10000,10000,170.000000,3.558000,23.527000
step20000,20000,191.000000,5.900000,13.326000
step50000,50000,284.000000,7.954000,9.992000
step100000,100000,520.000000,25.151000,4.302000
step140000,140000,864.000000,31.847000,5.678000
