revision,step,trace,max_eig,stable_rank
step0,0,-1.640625,-1.009000,86.437000
step1,1,-3.953125,-1.009000,86.928000
step2,2,-3.031250,-1.000000,90.000000
step4,4,52.500000,1.276000,59.883000
step8,8,135.000000,1.605000,39.934000
step16,16,45.000000,0.535000,43.454000
step32,32,23.000000,2.752000,3.251000
step64,64,25.500000,1.696000,5.997000
step128,128,29.750000,1.035000,27.072000
step256,256,24.625000,0.680000,78.936000
step512,512,73.000000,9.845000,0.944000
step1000,1000,67.000000,2.826000,13.220000
step2000,2000,146.000000,4.358000,19.192000
step5000,5000,221.000000,-6.736000,17.128000
step10000,10000,348.000000,8.647000,16.062000
step20000,20000,230.000000,7.500000,19.711000
step50000,50000,354.000000,8.493000,17.528000
step100000,100000,660.000000,53.551000,2.889000
step140000,140000,1320.000000,117.802000,2.941000
