revision,step,trace,max_eig,stable_rank
step0,0,1016.000000,0.064000,1686.096000
step1,1,1024.000000,0.064000,1686.096000
step2,2,1024.000000,0.064000,1686.096000
step4,4,1024.000000,0.069000,1542.481000
step8,8,1024.000000,0.889000,17.161000
step16,16,1024.000000,18.637000,1.842000
step32,32,1004.000000,28.880000,1.255000
step64,64,1024.000000,18.929000,3.751000
step128,128,972.000000,31.290000,3.302000
step256,256,1000.000000,23.405000,3.798000
step512,512,1012.000000,14.420000,5.349000
step1000,1000,1040.000000,10.276000,4.850000
step2000,2000,1256.000000,9.734000,7.258000
step5000,5000,1592.000000,11.583000,7.940000
step10000,10000,1792.000000,12.587000,9.340000
step20000,20000,1968.000000,15.155000,8.367000
step50000,50000,2832.000000,32.320000,5.172000
step100000,100000,5664.000000,69.846000,4.328000
step140000,140000,7584.000000,110.542000,4.206000
