revision,step,trace,max_eig,stable_rank
step0,0,-1.4453125,-0.092,42.228
step1,1,-0.416015625,-0.092,42.459
step2,2,-0.5546875,-0.092,40.382
step4,4,-0.83203125,-0.092,43.382
step8,8,0.314453125,-0.091,40.803
step16,16,0.95703125,-0.088,45.902
step32,32,5.03125,0.183,13.822
step64,64,8.25,0.296,12.305
step128,128,6.90625,0.208,12.609
step256,256,6.1875,0.182,12.913
step512,512,21.0,2.791,1.749
step1000,1000,61.25,2.925,6.404
step2000,2000,205.0,5.915,7.205
step5000,5000,496.0,10.985,10.816
step10000,10000,876.0,18.47,11.491
step20000,20000,1232.0,29.94,8.964
step50000,50000,2024.0,100.747,5.194
step100000,100000,-260096.0,-78986.419,1.701
step140000,140000,136192.0,164670.749,1.193
