revision,step,trace,max_eig,stable_rank
step0,0,-1.3515625,0.095,47.827
step1,1,0.146484375,0.095,49.775
step2,2,-0.026123046875,0.095,47.394
step4,4,0.166015625,0.095,49.991
step8,8,-0.337890625,0.096,52.558
step16,16,2.03125,0.115,37.807
step32,32,7.25,0.236,13.115
step64,64,8.4375,0.335,13.436
step128,128,6.4375,0.219,13.031
step256,256,6.75,0.273,8.229
step512,512,34.75,2.944,6.375
step1000,1000,118.5,5.708,6.481
step2000,2000,728.0,23.829,8.06
step5000,5000,1568.0,65.93,10.379
step10000,10000,3120.0,101.937,13.403
step20000,20000,4480.0,125.967,12.448
step50000,50000,23424.0,2870.439,3.632
step100000,100000,-991232.0,-1841881.21,0.903
step140000,140000,-44800.0,131362.799,7.478
