revision,step,trace,max_eig,stable_rank
step0,0,-0.11865234375,-0.211,25.795
step1,1,0.2109375,-0.211,24.216
step2,2,-0.546875,-0.211,23.339
step4,4,-0.26171875,-0.21,26.75
step8,8,1.8984375,-0.189,33.244
step16,16,3.875,0.278,16.578
step32,32,10.75,0.512,10.073
step64,64,9.625,0.42,6.51
step128,128,7.4375,0.482,4.809
step256,256,12.6875,1.388,4.964
step512,512,91.0,8.721,4.737
step1000,1000,166.0,7.608,9.124
step2000,2000,282.0,14.933,5.248
step5000,5000,756.0,22.5,7.767
step10000,10000,1488.0,40.719,9.63
step20000,20000,2720.0,74.094,11.169
step50000,50000,6656.0,292.915,4.98
step100000,100000,3616.0,-3183.027,3.244
step140000,140000,23680.0,-4709.98,6.259
