revision,step,trace,max_eig,stable_rank
step0,0,128.0,0.004,2807.617
step1,1,128.0,0.004,2792.358
step2,2,128.0,0.004,2822.876
step4,4,128.0,0.004,2807.617
step8,8,128.0,0.004,2777.1
step16,16,128.0,0.004,2929.688
step32,32,128.0,0.007,1853.476
step64,64,128.0,0.091,35.143
step128,128,130.0,0.642,1.621
step256,256,138.0,3.574,1.791
step512,512,144.0,2.531,7.019
step1000,1000,219.0,3.245,5.104
step2000,2000,372.0,4.984,5.998
step5000,5000,564.0,8.724,5.747
step10000,10000,864.0,13.23,4.208
step20000,20000,1368.0,18.864,5.017
step50000,50000,5568.0,154.122,2.828
step100000,100000,157696.0,4119.567,6.341
step140000,140000,247808.0,4770.455,7.513
