revision,step,trace,max_eig,stable_rank
step0,0,10.812500,2.171000,21.217000
step1,1,9.187500,2.168000,19.680000
step2,2,13.187500,2.164000,18.651000
step4,4,-0.181641,2.176000,17.886000
step8,8,21.250000,2.279000,16.201000
step16,16,23.500000,2.571000,14.112000
step32,32,50.500000,2.472000,16.283000
step64,64,57.500000,1.657000,8.912000
step128,128,62.000000,2.700000,4.763000
step256,256,159.000000,8.642000,2.775000
step512,512,708.000000,21.611000,4.029000
step1000,1000,1136.000000,7.443000,31.872000
step2000,2000,1360.000000,10.736000,25.882000
step5000,5000,1320.000000,-16.630000,13.413000
step10000,10000,1328.000000,-48.934000,5.339000
step20000,20000,1664.000000,-66.237000,3.218000
step50000,50000,2400.000000,-46.770000,14.924000
step100000,100000,7488.000000,2854.795000,8.279000
step140000,140000,45824.000000,29236.254000,0.557000
