revision,step,trace,max_eig,stable_rank
step0,0,1.078125,0.194000,51.272000
step1,1,2.406250,0.194000,51.895000
step2,2,1.796875,0.195000,48.366000
step4,4,2.218750,0.196000,50.028000
step8,8,4.062500,0.233000,34.825000
step16,16,11.187500,0.331000,24.244000
step32,32,20.875000,0.499000,16.064000
step64,64,15.312500,0.327000,19.581000
step128,128,9.937500,0.301000,9.873000
step256,256,19.750000,1.327000,3.957000
step512,512,170.000000,6.856000,6.257000
step1000,1000,366.000000,15.926000,5.546000
step2000,2000,392.000000,20.841000,4.584000
step5000,5000,596.000000,13.876000,15.892000
step10000,10000,816.000000,18.276000,10.577000
step20000,20000,992.000000,26.179000,9.435000
step50000,50000,1232.000000,39.788000,12.779000
step100000,100000,3968.000000,619.077000,5.472000
step140000,140000,-3584.000000,-2138.984000,3.435000
