revision,step,trace,max_eig,stable_rank
step0,0,0.789062,0.252000,75.783000
step1,1,-0.320312,0.252000,76.275000
step2,2,-0.726562,0.252000,77.751000
step4,4,0.726562,0.252000,75.291000
step8,8,5.062500,0.253000,74.208000
step16,16,11.000000,0.237000,76.777000
step32,32,12.687500,0.186000,55.778000
step64,64,4.843750,0.071000,91.825000
step128,128,4.937500,0.299000,22.196000
step256,256,22.625000,2.232000,3.939000
step512,512,60.500000,1.427000,20.719000
step1000,1000,57.500000,1.779000,15.720000
step2000,2000,81.000000,18.589000,1.582000
step5000,5000,91.000000,-103.149000,0.589000
step10000,10000,362.000000,-62.793000,1.451000
step20000,20000,960.000000,450.218000,1.082000
step50000,50000,1552.000000,-91.004000,5.051000
step100000,100000,5760.000000,1008.807000,3.219000
step140000,140000,-780.000000,-5199.972000,1.110000
