revision,step,trace,max_eig,stable_rank
step0,0,1.015625,0.109000,63.784000
step1,1,0.738281,0.109000,64.441000
step2,2,0.886719,0.109000,64.770000
step4,4,2.093750,0.110000,63.920000
step8,8,2.906250,0.128000,48.876000
step16,16,9.750000,0.185000,31.729000
step32,32,20.250000,0.348000,25.417000
step64,64,16.000000,0.278000,24.261000
step128,128,11.625000,0.180000,30.503000
step256,256,4.500000,0.373000,8.591000
step512,512,37.500000,1.735000,5.564000
step1000,1000,194.000000,3.206000,16.442000
step2000,2000,580.000000,11.521000,18.668000
step5000,5000,1216.000000,27.285000,10.313000
step10000,10000,1384.000000,22.943000,17.551000
step20000,20000,1536.000000,20.045000,26.900000
step50000,50000,4352.000000,-1657.185000,8.243000
step100000,100000,-248832.000000,-288556.091000,1.182000
step140000,140000,-432128.000000,-121262.569000,8.426000
