revision,step,trace,max_eig,stable_rank
step0,0,256.000000,0.010000,1835.938000
step1,1,256.000000,0.010000,1826.172000
step2,2,256.000000,0.010000,1845.703000
step4,4,254.000000,0.010000,1845.703000
step8,8,256.000000,0.010000,1933.594000
step16,16,256.000000,0.012000,1885.308000
step32,32,256.000000,0.106000,80.308000
step64,64,256.000000,1.430000,2.353000
step128,128,266.000000,4.920000,1.141000
step256,256,266.000000,6.460000,8.680000
step512,512,286.000000,4.121000,6.974000
step1000,1000,390.000000,4.154000,4.868000
step2000,2000,556.000000,5.336000,7.378000
step5000,5000,732.000000,8.570000,5.477000
step10000,10000,916.000000,9.199000,7.703000
step20000,20000,1216.000000,13.147000,6.623000
step50000,50000,2992.000000,54.821000,4.608000
step100000,100000,95232.000000,2415.062000,6.518000
step140000,140000,205824.000000,4150.903000,5.416000
