revision,step,trace,max_eig,stable_rank
step0,0,28.250000,2.571000,43.975000
step1,1,8.625000,2.565000,46.668000
step2,2,39.000000,2.566000,44.920000
step4,4,42.000000,2.577000,46.825000
step8,8,49.750000,2.763000,39.297000
step16,16,80.500000,3.023000,29.983000
step32,32,113.000000,2.165000,26.945000
step64,64,109.500000,0.972000,32.812000
step128,128,87.000000,2.826000,7.033000
step256,256,458.000000,14.811000,5.636000
step512,512,1176.000000,10.187000,21.752000
step1000,1000,1368.000000,10.377000,30.590000
step2000,2000,1112.000000,10.428000,23.323000
step5000,5000,844.000000,-107.687000,1.562000
step10000,10000,884.000000,-68.574000,2.238000
step20000,20000,1752.000000,395.733000,0.531000
step50000,50000,1400.000000,44.999000,12.489000
step100000,100000,3360.000000,-769.507000,8.359000
step140000,140000,-3680.000000,1169.160000,8.008000
