revision,step,trace,max_eig,stable_rank
step0,0,1.851562,0.271000,43.828000
step1,1,2.718750,0.271000,47.445000
step2,2,4.812500,0.271000,48.508000
step4,4,3.531250,0.273000,44.236000
step8,8,4.031250,0.322000,31.647000
step16,16,16.250000,0.481000,21.206000
step32,32,21.250000,0.538000,14.036000
step64,64,11.625000,0.274000,16.650000
step128,128,10.875000,0.437000,7.486000
step256,256,30.250000,2.292000,3.236000
step512,512,176.000000,9.106000,5.330000
step1000,1000,248.000000,7.331000,8.673000
step2000,2000,398.000000,9.596000,11.564000
step5000,5000,764.000000,12.496000,19.167000
step10000,10000,1136.000000,20.638000,13.404000
step20000,20000,1560.000000,56.935000,4.126000
step50000,50000,2008.000000,49.883000,14.098000
step100000,100000,2720.000000,-1096.183000,4.089000
step140000,140000,-2848.000000,-2288.870000,3.627000
