revision,step,h_max_eig,h_stable_rank,h_trace,h_dim
step118000,118000,0.06052706763148308,2.0232253074645996,0.3854537606239319,512
step119000,119000,0.06141766160726547,2.0381762981414795,0.46796828508377075,512
step120000,120000,0.05056494474411011,1.7807055711746216,0.45241183042526245,512
step121000,121000,0.07880909740924835,1.2691208124160767,0.3029199242591858,512
step122000,122000,0.055069610476493835,2.018231153488159,0.39990293979644775,512
step123000,123000,0.054949574172496796,1.5911474227905273,0.4039980173110962,512
step124000,124000,0.06812980771064758,1.3202177286148071,0.36505407094955444,512
step125000,125000,0.06921274960041046,1.4838937520980835,0.4005294442176819,512
step126000,126000,0.043328702449798584,2.250861167907715,0.4577772915363312,512
step127000,127000,0.07330623269081116,1.372075080871582,0.36677080392837524,512
step128000,128000,0.04695548862218857,2.254985809326172,0.4460453391075134,512
step129000,129000,0.03822334110736847,2.8872830867767334,0.43588951230049133,512
step130000,130000,0.04879699647426605,1.7955108880996704,0.4072330892086029,512
step131000,131000,0.055712148547172546,1.8510087728500366,0.4119340777397156,512
step132000,132000,0.047631338238716125,2.276486873626709,0.43239712715148926,512
step133000,133000,0.058660849928855896,1.8841257095336914,0.440079003572464,512
step134000,134000,0.07538160681724548,1.4546689987182617,0.42038536071777344,512
step135000,135000,0.051743753254413605,2.0346665382385254,0.36748871207237244,512
step136000,136000,0.049154333770275116,2.057080030441284,0.4002966284751892,512
step137000,137000,0.04922838509082794,2.288043975830078,0.43181267380714417,512
step138000,138000,0.035555459558963776,3.1086246967315674,0.4272133708000183,512
step139000,139000,0.04479262977838516,1.9492467641830444,0.41777801513671875,512
step140000,140000,0.0575832724571228,1.7275806665420532,0.39351874589920044,512
step141000,141000,0.05365787819027901,1.8697550296783447,0.3693065941333771,512
step142000,142000,0.04490666091442108,2.4326744079589844,0.4251605272293091,512
step143000,143000,0.04211408644914627,1.9916222095489502,0.3958905041217804,512
