revision,step,trace,max_eig,stable_rank
step0,0,18.125000,1.692000,22.598000
step1,1,14.312500,1.690000,21.580000
step2,2,20.250000,1.690000,21.307000
step4,4,16.375000,1.696000,23.174000
step8,8,18.500000,1.755000,20.685000
step16,16,23.500000,1.980000,17.107000
step32,32,49.500000,2.353000,11.236000
step64,64,52.500000,1.188000,16.474000
step128,128,46.000000,1.761000,4.180000
step256,256,142.000000,5.529000,5.025000
step512,512,720.000000,14.018000,8.153000
step1000,1000,1144.000000,12.127000,16.863000
step2000,2000,1384.000000,7.102000,56.101000
step5000,5000,1360.000000,8.106000,59.732000
step10000,10000,1520.000000,33.850000,6.430000
step20000,20000,360.000000,-1544.071000,1.371000
step50000,50000,3056.000000,1633.180000,0.974000
step100000,100000,4016.000000,14442.774000,1.110000
step140000,140000,9536.000000,-5390.365000,5.018000
