revision,step,trace,max_eig,stable_rank
step0,0,-416.0,7.566,1967.705
step1,1,16.125,7.564,2004.011
step2,2,-408.0,7.566,1985.593
step4,4,-139.0,7.575,1982.448
step8,8,90.0,7.64,1921.0
step16,16,406.0,7.712,1643.829
step32,32,210.0,6.39,1241.376
step64,64,326.0,4.221,1414.62
step128,128,600.0,4.065,1462.593
step256,256,796.0,9.117,673.04
step512,512,724.0,27.817,186.984
step1000,1000,1256.0,27.8,228.843
step2000,2000,544.0,16.352,333.383
step3000,3000,1072.0,19.532,289.464
step4000,4000,728.0,17.493,319.503
step5000,5000,688.0,22.173,219.111
step10000,10000,972.0,-34.697,99.489
step15000,15000,1128.0,33.937,90.513
step20000,20000,800.0,34.408,101.574
step25000,25000,1368.0,32.31,119.997
step30000,30000,1568.0,30.652,142.205
step35000,35000,2008.0,36.44,122.091
step40000,40000,1336.0,33.065,176.306
step45000,45000,1488.0,38.899,140.401
step50000,50000,1616.0,57.133,91.404
step55000,55000,2288.0,49.654,116.484
step60000,60000,1936.0,66.856,72.488
step65000,65000,2720.0,51.79,128.089
step70000,70000,1552.0,47.107,154.641
step75000,75000,2832.0,61.208,108.415
step80000,80000,2496.0,48.729,150.862
step85000,85000,3536.0,59.596,128.719
step90000,90000,3104.0,68.9,115.695
step95000,95000,4192.0,84.691,86.209
step100000,100000,5696.0,90.966,88.346
step105000,105000,5312.0,120.722,55.492
step110000,110000,5056.0,109.051,66.423
step115000,115000,6080.0,118.432,76.139
step120000,120000,6240.0,120.433,74.077
step125000,125000,5824.0,124.864,65.572
step130000,130000,6368.0,161.78,44.316
step135000,135000,6560.0,200.079,31.242
step140000,140000,5984.0,126.643,79.879
