revision,step,trace,max_eig,stable_rank
step0,0,-40.25,2.918,74.224
step1,1,-20.75,2.918,72.815
step2,2,-36.5,2.914,68.304
step4,4,-45.0,2.907,71.474
step8,8,2.15625,2.833,74.758
step16,16,2.765625,-2.428,67.118
step32,32,26.75,-1.003,59.523
step64,64,30.75,-0.531,68.272
step128,128,13.125,1.547,29.249
step256,256,47.75,2.8,37.782
step512,512,138.0,10.9,15.302
step1000,1000,346.0,17.104,20.571
step2000,2000,442.0,-30.125,16.28
step3000,3000,952.0,41.202,12.129
step4000,4000,1240.0,49.023,11.112
step5000,5000,1360.0,62.161,7.854
step10000,10000,1688.0,54.42,14.241
step15000,15000,1704.0,86.439,7.825
step20000,20000,1584.0,86.432,8.073
step25000,25000,1328.0,72.03,9.396
step30000,30000,1608.0,118.68,4.117
step35000,35000,1744.0,115.011,6.012
step40000,40000,1840.0,115.755,7.885
step45000,45000,1536.0,108.766,7.329
step50000,50000,1520.0,-251.726,4.152
step55000,55000,1424.0,197.829,4.885
step60000,60000,1112.0,316.863,3.907
step65000,65000,-960.0,-2629.393,2.62
step70000,70000,2352.0,947.391,6.567
step75000,75000,11776.0,3725.878,2.757
step80000,80000,-15680.0,-20644.864,0.838
step85000,85000,52736.0,41518.138,1.361
step90000,90000,76800.0,135371.942,1.225
step95000,95000,61440.0,84940.794,2.11
step100000,100000,-167936.0,85847.921,0.735
step105000,105000,40704.0,316529.142,0.921
step110000,110000,-262144.0,-531738.108,0.571
step115000,115000,-117248.0,-129092.824,6.551
step120000,120000,-897024.0,-558481.774,1.222
step125000,125000,-3112960.0,245345.493,4.653
step130000,130000,-20224.0,-263070.099,2.425
step135000,135000,-282624.0,-172770.714,0.761
step140000,140000,724992.0,458673.449,0.914
