revision,step,trace,max_eig,stable_rank
step0,0,-45.5,-3.719,66.553
step1,1,-30.375,-3.719,66.264
step2,2,-29.75,-3.717,66.3
step4,4,-28.25,-3.72,63.336
step8,8,-2.59375,-3.632,64.623
step16,16,8.5625,-3.107,64.226
step32,32,53.5,-1.486,52.984
step64,64,35.5,-0.897,60.899
step128,128,17.375,-1.709,46.907
step256,256,61.25,-5.071,23.177
step512,512,237.0,18.011,10.853
step1000,1000,668.0,50.739,7.757
step2000,2000,222.0,36.53,10.76
step3000,3000,420.0,37.74,13.751
step4000,4000,712.0,33.77,15.956
step5000,5000,856.0,47.586,11.593
step10000,10000,1056.0,55.936,15.598
step15000,15000,980.0,77.073,11.809
step20000,20000,968.0,68.829,11.748
step25000,25000,984.0,85.447,6.873
step30000,30000,1072.0,100.319,4.632
step35000,35000,1136.0,100.49,8.471
step40000,40000,740.0,132.968,6.67
step45000,45000,-5600.0,-9582.012,1.85
step50000,50000,-564.0,-1230.022,1.445
step55000,55000,-2512.0,-2132.978,1.789
step60000,60000,-420.0,-1514.474,0.664
step65000,65000,-1816.0,-1737.176,1.479
step70000,70000,-4160.0,-2947.956,1.351
step75000,75000,-20096.0,-13290.292,2.312
step80000,80000,-4992.0,-7131.6,0.47
step85000,85000,-11136.0,-7256.264,2.119
step90000,90000,74752.0,172786.744,1.885
step95000,95000,-84480.0,-71572.053,19.383
step100000,100000,29696.0,27966.559,2.447
step105000,105000,103424.0,-171831.173,0.196
step110000,110000,313344.0,259793.429,0.363
step115000,115000,7328.0,-48006.955,1.532
step120000,120000,201728.0,334641.919,0.175
step125000,125000,-44800.0,-35016.725,13.148
step130000,130000,3664.0,-37850.168,3.611
step135000,135000,366592.0,1044190.913,0.456
step140000,140000,389120.0,457016.876,0.492
