revision,step,trace,max_eig,stable_rank
step0,0,-42.75,-2.748,46.878
step1,1,-11.4375,-2.748,49.262
step2,2,-11.375,-2.75,53.157
step4,4,-3.328125,-2.743,51.568
step8,8,-5.15625,-2.649,51.056
step16,16,-4.0,-2.106,54.112
step32,32,32.25,-0.843,42.919
step64,64,33.5,0.383,75.415
step128,128,19.5,-1.154,29.661
step256,256,21.5,-2.834,26.377
step512,512,25.25,13.52,13.478
step1000,1000,237.0,40.348,4.104
step2000,2000,201.0,24.453,10.294
step3000,3000,432.0,45.955,5.482
step4000,4000,470.0,48.551,4.398
step5000,5000,502.0,53.124,4.988
step10000,10000,632.0,45.144,8.538
step15000,15000,780.0,77.226,4.401
step20000,20000,888.0,86.298,5.29
step25000,25000,2064.0,712.245,4.001
step30000,30000,1664.0,460.819,2.716
step35000,35000,3296.0,5276.107,2.604
step40000,40000,-1144.0,2862.785,2.158
step45000,45000,5440.0,2573.032,3.958
step50000,50000,4128.0,3587.601,0.988
step55000,55000,7424.0,-14365.698,1.124
step60000,60000,-2144.0,5565.943,1.061
step65000,65000,6976.0,14370.557,1.382
step70000,70000,45056.0,19766.814,1.065
step75000,75000,-54528.0,-49588.868,0.451
step80000,80000,19712.0,27911.94,0.901
step85000,85000,16192.0,9325.019,1.491
step90000,90000,72192.0,86803.302,1.772
step95000,95000,-140288.0,-53941.351,1.333
step100000,100000,16064.0,-38787.983,2.63
step105000,105000,-548864.0,-225928.288,1.577
step110000,110000,-1769472.0,-1696034.775,2.064
step115000,115000,1679360.0,3073986.578,1.193
step120000,120000,-1679360.0,-1551397.231,1.092
step125000,125000,-598016.0,2135160.484,1.108
step130000,130000,-284672.0,-3683204.911,3.809
step135000,135000,123904.0,80183.794,1.38
step140000,140000,4849664.0,4477175.707,1.317
