revision,step,trace,max_eig,stable_rank
step0,0,-388.0,9.198,1586.946
step1,1,232.0,9.198,1622.936
step2,2,-492.0,9.197,1598.365
step4,4,-470.0,9.199,1610.824
step8,8,47.75,9.183,1566.464
step16,16,93.0,8.751,1510.995
step32,32,412.0,6.53,1303.585
step64,64,426.0,4.381,1306.536
step128,128,330.0,4.051,1498.308
step256,256,896.0,13.121,383.583
step512,512,1144.0,32.193,197.688
step1000,1000,1080.0,42.343,136.064
step2000,2000,-85.5,34.286,126.276
step3000,3000,92.5,41.022,143.781
step4000,4000,704.0,42.862,127.297
step5000,5000,286.0,41.953,130.281
step10000,10000,972.0,45.027,89.6
step15000,15000,720.0,42.687,72.507
step20000,20000,940.0,35.543,98.612
step25000,25000,524.0,37.853,90.906
step30000,30000,820.0,38.142,86.165
step35000,35000,888.0,50.679,58.559
step40000,40000,772.0,52.646,68.53
step45000,45000,888.0,86.932,26.723
step50000,50000,664.0,50.742,84.423
step55000,55000,608.0,-105.634,24.738
step60000,60000,640.0,89.663,56.274
step65000,65000,1576.0,-99.866,16.972
step70000,70000,1472.0,142.919,21.501
step75000,75000,916.0,172.131,11.101
step80000,80000,968.0,-266.005,11.082
step85000,85000,1816.0,276.939,5.414
step90000,90000,3296.0,559.96,4.629
step95000,95000,2528.0,-291.583,5.521
step100000,100000,1872.0,2096.329,3.806
step105000,105000,3232.0,1557.374,4.217
step110000,110000,6976.0,5164.941,0.71
step115000,115000,8320.0,3938.861,1.181
step120000,120000,3408.0,3880.992,4.792
step125000,125000,6080.0,4288.207,0.948
step130000,130000,-292.0,-6548.586,0.991
step135000,135000,1856.0,-2288.731,1.001
step140000,140000,6656.0,-3491.78,2.511
