revision,step,trace,max_eig,stable_rank
step0,0,-0.162109375,0.087,54.189
step1,1,0.048583984375,0.087,55.479
step2,2,0.40234375,0.087,55.995
step4,4,0.70703125,0.087,54.963
step8,8,1.2578125,0.093,49.681
step16,16,2.15625,0.115,36.183
step32,32,5.5625,0.202,15.7
step64,64,6.34375,0.253,14.097
step128,128,5.875,0.2,13.086
step256,256,7.9375,0.263,9.601
step512,512,41.75,2.603,8.332
step1000,1000,136.0,5.256,7.496
step2000,2000,792.0,22.628,8.506
step5000,5000,1560.0,56.385,9.837
step10000,10000,2880.0,88.271,13.796
step20000,20000,4192.0,109.401,13.785
step50000,50000,3840.0,-3723.223,2.214
step100000,100000,1785856.0,1423717.913,1.072
step140000,140000,1245184.0,495316.356,7.463
