revision,step,trace,max_eig,stable_rank
step0,0,0.56640625,-0.051,76.593
step1,1,1.1015625,-0.051,76.969
step2,2,0.98046875,-0.051,79.597
step4,4,0.82421875,-0.051,75.091
step8,8,0.19140625,-0.051,82.225
step16,16,1.921875,-0.052,78.371
step32,32,3.828125,0.11,26.472
step64,64,7.5,0.204,17.553
step128,128,6.40625,0.192,15.047
step256,256,8.1875,0.191,17.882
step512,512,18.375,1.161,2.539
step1000,1000,50.0,3.071,3.302
step2000,2000,188.0,10.612,1.969
step5000,5000,470.0,25.738,1.88
step10000,10000,792.0,33.76,5.984
step20000,20000,1392.0,45.365,5.911
step50000,50000,-34304.0,8727.97,7.822
step100000,100000,43264.0,-107853.26,3.487
step140000,140000,1196032.0,-236043.115,3.17
