revision,step,trace,max_eig,stable_rank
step0,0,0.5234375,0.141,33.009
step1,1,0.1015625,0.141,33.402
step2,2,0.5234375,0.141,33.009
step4,4,0.359375,0.142,31.19
step8,8,0.73046875,0.15,29.167
step16,16,1.8984375,0.176,21.69
step32,32,5.8125,0.253,11.717
step64,64,6.8125,0.261,13.361
step128,128,5.46875,0.266,7.508
step256,256,14.3125,0.919,3.312
step512,512,147.0,11.955,4.564
step1000,1000,436.0,16.208,9.867
step2000,2000,1056.0,61.169,1.842
step5000,5000,800.0,17.578,15.124
step10000,10000,1160.0,28.75,12.151
step20000,20000,1568.0,48.047,10.379
step50000,50000,1624.0,66.137,13.32
step100000,100000,4544.0,-1026.736,3.874
step140000,140000,35072.0,19551.32,2.002
