revision,step,trace,max_eig,stable_rank
step0,0,0.625,-0.164,36.309
step1,1,1.125,-0.164,36.89
step2,2,1.5859375,-0.164,33.695
step4,4,1.578125,-0.164,35.583
step8,8,2.640625,0.172,31.821
step16,16,3.5,0.236,19.217
step32,32,10.375,0.418,11.223
step64,64,8.375,0.367,6.873
step128,128,6.65625,0.468,4.78
step256,256,11.0625,1.245,4.456
step512,512,81.0,8.602,4.189
step1000,1000,150.0,7.297,7.512
step2000,2000,196.0,13.133,4.576
step5000,5000,580.0,26.819,4.326
step10000,10000,1240.0,35.438,8.911
step20000,20000,2400.0,82.761,6.237
step50000,50000,5120.0,152.639,13.318
step100000,100000,5728.0,-2078.919,2.343
step140000,140000,6336.0,3865.169,6.011
