revision,step,trace,max_eig,stable_rank
step0,0,-1.1953125,-0.075,51.042
step1,1,-0.78515625,-0.075,50.0
step2,2,-0.412109375,-0.075,47.917
step4,4,-0.59765625,-0.075,50.347
step8,8,-0.035888671875,-0.074,47.794
step16,16,0.0302734375,-0.072,52.746
step32,32,4.03125,0.151,14.562
step64,64,7.3125,0.261,12.042
step128,128,6.1875,0.194,13.285
step256,256,5.625,0.164,12.926
step512,512,17.375,2.885,1.569
step1000,1000,59.25,3.023,5.222
step2000,2000,172.0,5.642,6.66
step5000,5000,468.0,11.799,8.743
step10000,10000,740.0,17.406,9.19
step20000,20000,1104.0,27.561,8.886
step50000,50000,1960.0,112.336,3.619
step100000,100000,-99328.0,-35392.272,4.487
step140000,140000,17664.0,-99060.337,3.195
