revision,step,trace,trace_std,max_eig,max_eig_std,stable_rank,stable_rank_std
step0,0,-0.3572265625,0.08299494385543259,-0.053000000000000005,6.938893903907228e-18,58.3017,0.44111337544898793
step1,1,-0.36796875,0.05674290334551207,-0.053000000000000005,6.938893903907228e-18,58.3713,0.7994913445435163
step2,2,-0.34052734375,0.08256204988182207,-0.053000000000000005,6.938893903907228e-18,58.30159999999999,0.6604632010945043
step4,4,-0.33115234375,0.07993323639690682,-0.053000000000000005,6.938893903907228e-18,57.8845,0.6640941574806992
step8,8,-0.167877197265625,0.09576344535371224,-0.054000000000000006,6.938893903907228e-18,56.1625,0.33667083330754827
step16,16,0.66796875,0.062132709846042446,-0.05500000000000001,6.938893903907228e-18,53.622299999999996,0.6840944452339884
step32,32,3.4734375,0.10103226975204507,0.096,0.0,27.063299999999998,0.45989565120796694
step64,64,7.084375,0.0978778735210364,0.21400000000000002,2.7755575615628914e-17,16.197800000000004,0.6203023133924299
step128,128,6.496875,0.10121334212938529,0.19,0.0,16.544800000000002,0.4368786559217558
step256,256,5.940625,0.17647259879369373,0.165,0.0,16.5362,0.5959951006510036
step512,512,11.6875,0.29973947020704494,1.4250000000000003,2.220446049250313e-16,1.8945000000000003,0.24292931070581
step1000,1000,47.875,1.3975424859373686,3.9302,0.00039999999999995595,2.6931999999999996,0.16535404440170193
step2000,2000,166.1,1.57797338380595,10.221900000000002,0.0029137604568668036,2.8349,0.1690712571669118
step5000,5000,400.8,4.915282290977803,17.767200000000003,0.005230678732248667,3.4145000000000003,0.08522470299156222
step10000,10000,751.6,10.650821564555477,27.380599999999998,0.00803990049689664,4.6862,0.24591901105851902
step20000,20000,1256.8,9.086253353280437,36.764300000000006,0.012649505919205023,6.6405,0.19766398255625628
step50000,50000,24678.4,2748.157317185463,4812.055899999999,0.9587901178046698,8.1651,0.2877705509603091
step100000,100000,22822.4,27031.045333837905,64530.55880000001,38.07861772648843,3.6729999999999996,0.19308547330133355
step140000,140000,422707.2,36419.86678943239,130126.83360000001,118.61988529938654,2.5986,0.2635864943429387
