revision,step,trace,trace_std,max_eig,max_eig_std,stable_rank,stable_rank_std
step0,0,0.28316650390625,0.21771480335465535,0.16599999999999998,2.7755575615628914e-17,44.852000000000004,0.4535625645928026
step1,1,0.25947265625,0.12384360424247826,0.16599999999999998,2.7755575615628914e-17,44.7669,0.5141535665538073
step2,2,0.2484375,0.18583047816160173,0.16599999999999998,2.7755575615628914e-17,44.8804,0.42148338045526784
step4,4,0.290087890625,0.2230814250635954,0.16599999999999998,2.7755575615628914e-17,44.682,0.3401667238281842
step8,8,0.71640625,0.20182085852445203,0.16599999999999998,2.7755575615628914e-17,44.6537,0.22853404560371324
step16,16,2.365625,0.2631502363194835,0.16399999999999998,2.7755575615628914e-17,44.41289999999999,0.3774539574570663
step32,32,6.14375,0.16782151977621942,0.189,0.0,27.5574,0.2494354425497715
step64,64,4.428125,0.1383849364092783,0.12800000000000003,2.7755575615628914e-17,21.8869,0.4136639819950482
step128,128,2.9015625,0.10667424492936428,0.275,0.0,7.3708,0.16812721374007253
step256,256,8.98125,0.34578940484057635,0.5939,0.00030000000000000024,7.2715000000000005,0.24330772696320185
step512,512,47.9,2.5278449319529073,3.6380000000000003,0.001483239697419119,4.587199999999999,0.3303645864798465
step1000,1000,44.15,0.7516648189186453,2.787,0.0012649110640672826,7.483200000000001,0.2796482790935785
step2000,2000,63.1,3.4680686267719674,9.255300000000002,0.010178899744078223,2.2685000000000004,0.23533136212583314
step5000,5000,172.8,4.512205669071391,18.0974,0.11393612245464513,2.0416,0.1720750998837427
step10000,10000,352.0,8.763560920082657,21.0167,0.07497873031733733,4.3866,0.13869693579888487
step20000,20000,503.0,39.07172890978847,-156.54410000000001,2.0457139316140966,1.1575000000000002,0.20531256659055236
step50000,50000,1569.6,86.370365288101,2.545000000000016,439.5592647616474,2.5972,0.25157972891312214
step100000,100000,12908.8,1373.5569008963553,6108.3206,463.10962005451796,1.661,0.7044455976156001
step140000,140000,8153.6,1235.0341857616736,1783.7449000000001,2272.5667602964472,3.9469000000000003,2.466937512382509
