revision,step,trace,trace_std,max_eig,max_eig_std,stable_rank,stable_rank_std
step0,0,-0.6408203125,0.11778639284050982,-0.07499999999999998,1.3877787807814457e-17,49.34029999999999,0.5479624165944241
step1,1,-0.57265625,0.046258972947148314,-0.07499999999999998,1.3877787807814457e-17,49.513999999999996,0.6977698761052962
step2,2,-0.6240234375,0.09819091915245476,-0.07499999999999998,1.3877787807814457e-17,49.3057,0.8920430538937009
step4,4,-0.6388671875,0.1521594688715926,-0.07499999999999998,1.3877787807814457e-17,48.680499999999995,0.7576972020536945
step8,8,-0.3439453125,0.07611902212840858,-0.07399999999999998,1.3877787807814457e-17,50.0764,0.4838603517545119
step16,16,0.81015625,0.06342576092123373,-0.07199999999999998,1.3877787807814457e-17,52.2189,0.5884959558059847
step32,32,4.21875,0.0978279740156158,0.151,0.0,16.9264,0.26027262629788844
step64,64,7.628125,0.13582071132562956,0.26080000000000003,0.00040000000000000034,13.464099999999998,0.48712943865055014
step128,128,6.184375,0.13217678739097877,0.194,0.0,15.059999999999999,0.363692452492487
step256,256,5.590625,0.16083886540572212,0.16399999999999998,2.7755575615628914e-17,13.8845,0.1969458047281029
step512,512,20.6875,0.7649550640397121,2.8853,0.000458257569495737,1.827,0.1657365379148485
step1000,1000,62.15,1.3793114224133722,3.0237000000000003,0.0004582575694955335,5.7917000000000005,0.2174576050636078
step2000,2000,171.3,3.195309061734091,5.6431,0.0005385164807134488,8.069999999999999,0.462812921167938
step5000,5000,431.0,5.9497899122574065,11.7955,0.0018574175621006936,8.9638,0.35132258680591566
step10000,10000,753.6,9.830564581955606,17.4054,0.0028000000000003005,10.870000000000001,0.32917624458639194
step20000,20000,1041.2,21.16978979583879,27.564099999999996,0.004988987873306477,8.4703,0.33632277651089915
step50000,50000,1950.4,31.55693267730563,112.9174,1.0866191789214836,3.5573,0.12574263397909238
step100000,100000,-76876.8,11881.29619864769,-34858.89229999999,1016.3460804870598,4.697799999999999,0.49640060435096156
step140000,140000,18433.6,21556.849877475142,-56626.977,74277.98945512615,3.6784,0.7246323481600859
