revision,step,trace,trace_std,max_eig,max_eig_std,stable_rank,stable_rank_std
step0,0,-0.30791015625,0.10983879935556502,-0.08199999999999999,1.3877787807814457e-17,52.3427,0.5780776850908547
step1,1,-0.342578125,0.07660234932347049,-0.08199999999999999,1.3877787807814457e-17,51.6746,0.655360236816364
step2,2,-0.3865234375,0.11860294271231017,-0.08199999999999999,1.3877787807814457e-17,51.93620000000001,0.4269189150178291
step4,4,-0.366796875,0.05400523068561276,-0.08199999999999999,1.3877787807814457e-17,51.93620000000001,0.6726252745771605
step8,8,0.06236572265625,0.13047223628976926,0.07599999999999998,1.3877787807814457e-17,59.851800000000004,0.7252556514774617
step16,16,1.33515625,0.14262681103692426,0.096,0.0,38.8042,0.46880290101491506
step32,32,5.459375,0.11613065110038778,0.2,0.0,14.3261,0.41900750589935726
step64,64,8.134375,0.25809170487444966,0.294,0.0,12.925,0.38782882822193593
step128,128,6.178125,0.11097050565352938,0.21589999999999998,0.0003000000000000003,12.3554,0.3551805737931058
step256,256,5.709375,0.08034350082614025,0.24900000000000003,2.7755575615628914e-17,6.8011,0.23994851531109757
step512,512,32.15,1.3285330255586423,3.0504,0.0004898979485567992,3.1567000000000003,0.19258766834872898
step1000,1000,115.75,3.164253466459348,5.248099999999999,0.00029999999999983377,7.1848,0.4061449987381355
step2000,2000,672.0,19.01578291840754,19.7874,0.002332380757938168,11.639100000000001,0.37391802577570377
step5000,5000,1596.0,42.0666138404317,61.733399999999996,0.013177253128024194,9.5104,0.2900345496660701
step10000,10000,3004.8,33.408980828513755,93.96889999999999,0.021412379596859377,12.7338,0.4572204719826093
step20000,20000,3953.6,58.32872362738618,130.5801,0.029689897271631294,10.169599999999999,0.2577340489729675
step50000,50000,24294.4,1195.0018577391418,3114.2711000000004,1019.1897242675134,5.722799999999999,2.888327779182965
step100000,100000,283020.8,128959.38000843521,179009.37819999998,150432.73380597503,4.891,1.4290275714624963
step140000,140000,280678.4,75855.45672026502,248817.49599999998,43449.94734230386,3.5991,1.2084984443515019
