revision,step,trace,max_eig,stable_rank
step0,0,-2.984375,-0.253000,100.084000
step1,1,-5.062500,-0.253000,103.013000
step2,2,-2.578125,-0.252000,101.372000
step4,4,2.500000,0.247000,105.005000
step8,8,38.500000,0.408000,55.568000
step16,16,59.250000,0.498000,46.370000
step32,32,27.375000,0.271000,32.977000
step64,64,12.812500,0.160000,46.692000
step128,128,10.062500,0.220000,42.291000
step256,256,20.625000,0.356000,50.795000
step512,512,38.500000,0.973000,22.624000
step1000,1000,94.500000,0.993000,74.033000
step2000,2000,218.000000,1.667000,81.065000
step5000,5000,322.000000,3.118000,45.053000
step10000,10000,444.000000,4.683000,32.845000
step20000,20000,454.000000,5.831000,25.076000
step50000,50000,512.000000,7.276000,23.230000
step100000,100000,2096.000000,1125.436000,2.598000
step140000,140000,-3584.000000,-14614.896000,3.488000
