revision,step,trace,max_eig,stable_rank
step0,0,-9.000000,0.488000,191.061000
step1,1,-6.218750,0.488000,194.210000
step2,2,-12.625000,0.488000,196.310000
step4,4,5.750000,0.525000,168.707000
step8,8,52.000000,0.672000,93.560000
step16,16,43.750000,0.424000,86.914000
step32,32,12.437500,0.183000,100.779000
step64,64,12.062500,1.223000,13.600000
step128,128,26.750000,1.204000,33.457000
step256,256,52.750000,1.207000,52.167000
step512,512,81.500000,1.165000,70.854000
step1000,1000,78.500000,1.687000,42.115000
step2000,2000,68.500000,4.100000,9.643000
step5000,5000,235.000000,71.136000,1.435000
step10000,10000,194.000000,-15.347000,3.416000
step20000,20000,286.000000,5.912000,17.992000
step50000,50000,-2480.000000,-5144.618000,0.384000
step100000,100000,1208.000000,49.554000,9.664000
step140000,140000,-1936.000000,-3312.134000,9.220000
