revision,step,trace,max_eig,stable_rank
step0,0,-9.625000,-0.324000,94.069000
step1,1,-4.593750,-0.324000,92.878000
step2,2,-2.687500,-0.323000,91.657000
step4,4,6.312500,0.316000,95.763000
step8,8,49.500000,0.506000,51.262000
step16,16,61.500000,0.582000,45.575000
step32,32,27.750000,0.308000,28.495000
step64,64,16.500000,0.211000,31.762000
step128,128,10.875000,0.364000,29.246000
step256,256,39.750000,0.951000,18.935000
step512,512,90.000000,1.553000,34.370000
step1000,1000,336.000000,6.151000,17.861000
step2000,2000,288.000000,4.019000,30.692000
step5000,5000,382.000000,7.511000,13.539000
step10000,10000,556.000000,12.859000,8.409000
step20000,20000,712.000000,16.510000,9.099000
step50000,50000,876.000000,24.716000,8.198000
step100000,100000,4000.000000,1082.420000,2.565000
step140000,140000,-10368.000000,-4508.656000,2.936000
