revision,step,trace,max_eig,stable_rank
step0,0,-9.187500,-0.684000,83.893000
step1,1,-1.851562,-0.684000,79.619000
step2,2,-8.937500,-0.681000,88.947000
step4,4,9.750000,0.734000,68.213000
step8,8,77.000000,1.184000,30.674000
step16,16,69.500000,0.828000,34.642000
step32,32,22.750000,0.481000,11.616000
step64,64,22.625000,1.117000,8.416000
step128,128,22.750000,1.286000,9.901000
step256,256,56.750000,1.364000,20.156000
step512,512,130.000000,2.002000,28.443000
step1000,1000,103.000000,2.778000,21.526000
step2000,2000,171.000000,5.229000,15.769000
step5000,5000,227.000000,21.240000,2.474000
step10000,10000,432.000000,-21.827000,3.128000
step20000,20000,460.000000,11.863000,12.447000
step50000,50000,352.000000,-393.145000,0.917000
step100000,100000,1360.000000,55.173000,8.340000
step140000,140000,-500.000000,-6351.530000,0.712000
