revision,step,trace,max_eig,stable_rank
step0,0,-124.000000,-3.014000,264.546000
step1,1,-71.000000,-3.013000,255.898000
step2,2,-37.500000,-3.008000,261.888000
step4,4,-16.625000,3.036000,249.636000
step8,8,158.000000,3.395000,169.256000
step16,16,322.000000,1.889000,165.904000
step32,32,222.000000,1.169000,92.568000
step64,64,350.000000,3.264000,49.530000
step128,128,792.000000,9.179000,22.998000
step256,256,1328.000000,9.888000,43.990000
step512,512,1944.000000,7.107000,106.406000
step1000,1000,1520.000000,6.085000,105.489000
step2000,2000,728.000000,9.342000,19.022000
step5000,5000,388.000000,100.251000,1.585000
step10000,10000,314.000000,-20.004000,3.046000
step20000,20000,408.000000,6.409000,20.287000
step50000,50000,-6816.000000,-6118.603000,0.553000
step100000,100000,1664.000000,55.239000,11.998000
step140000,140000,-5568.000000,-1778.407000,18.401000
