revision,step,trace,max_eig,stable_rank
step0,0,-4.250000,-0.282000,86.452000
step1,1,-2.406250,-0.282000,85.273000
step2,2,-1.765625,-0.281000,84.298000
step4,4,-4.031250,0.273000,88.892000
step8,8,14.125000,0.375000,50.222000
step16,16,54.000000,0.580000,42.174000
step32,32,41.500000,0.501000,33.864000
step64,64,20.250000,0.373000,18.643000
step128,128,14.500000,0.333000,19.022000
step256,256,97.000000,3.826000,6.012000
step512,512,324.000000,4.566000,19.954000
step1000,1000,436.000000,5.030000,26.444000
step2000,2000,372.000000,4.980000,21.222000
step5000,5000,388.000000,5.304000,27.858000
step10000,10000,600.000000,9.997000,16.570000
step20000,20000,724.000000,14.970000,13.126000
step50000,50000,1200.000000,26.764000,12.043000
step100000,100000,3008.000000,227.595000,4.860000
step140000,140000,6464.000000,762.841000,7.998000
