revision,step,trace,max_eig,stable_rank
step0,0,-3.406250,-0.196000,111.444000
step1,1,-3.218750,-0.196000,110.631000
step2,2,-3.031250,-0.196000,107.377000
step4,4,-4.500000,-0.194000,107.942000
step8,8,9.937500,0.262000,67.377000
step16,16,43.250000,0.466000,51.230000
step32,32,42.750000,0.460000,40.170000
step64,64,23.125000,0.276000,33.229000
step128,128,14.187500,0.260000,22.074000
step256,256,48.250000,2.071000,5.275000
step512,512,134.000000,2.496000,19.823000
step1000,1000,544.000000,6.880000,25.381000
step2000,2000,564.000000,8.076000,17.181000
step5000,5000,712.000000,12.607000,11.846000
step10000,10000,904.000000,12.408000,16.737000
step20000,20000,1088.000000,16.678000,13.117000
step50000,50000,2048.000000,241.373000,9.149000
step100000,100000,54528.000000,25514.938000,7.406000
step140000,140000,121856.000000,70054.716000,6.050000
