revision,step,trace,max_eig,stable_rank
step0,0,-2.218750,-0.177000,84.786000
step1,1,-2.718750,-0.177000,84.786000
step2,2,-6.062500,-0.177000,86.282000
step4,4,-2.781250,-0.177000,84.287000
step8,8,5.406250,-0.176000,88.274000
step16,16,34.250000,0.308000,63.248000
step32,32,42.250000,0.392000,50.841000
step64,64,23.250000,0.223000,47.759000
step128,128,13.125000,0.182000,30.897000
step256,256,28.000000,1.161000,6.770000
step512,512,78.000000,2.172000,9.645000
step1000,1000,167.000000,2.217000,25.127000
step2000,2000,302.000000,3.168000,32.283000
step5000,5000,624.000000,6.306000,25.675000
step10000,10000,888.000000,7.313000,39.470000
step20000,20000,1104.000000,10.507000,30.424000
step50000,50000,1832.000000,19.387000,19.218000
step100000,100000,28416.000000,-13967.757000,5.626000
step140000,140000,106496.000000,19312.665000,11.405000
