revision,step,trace,max_eig,stable_rank
step0,0,0.170898,-0.555000,63.307000
step1,1,-0.742188,-0.555000,60.060000
step2,2,-3.718750,-0.555000,62.495000
step4,4,0.648438,-0.555000,62.495000
step8,8,12.187500,-0.533000,66.000000
step16,16,44.500000,0.458000,69.125000
step32,32,18.250000,0.162000,113.716000
step64,64,5.812500,0.546000,16.248000
step128,128,18.000000,1.044000,13.705000
step256,256,60.000000,1.986000,13.361000
step512,512,101.000000,1.372000,38.459000
step1000,1000,109.500000,4.511000,5.344000
step2000,2000,136.000000,10.109000,3.252000
step5000,5000,310.000000,16.529000,3.775000
step10000,10000,454.000000,8.020000,20.522000
step20000,20000,604.000000,10.955000,14.970000
step50000,50000,1048.000000,18.052000,13.899000
step100000,100000,-40448.000000,22872.360000,1.589000
step140000,140000,630784.000000,278086.385000,0.424000
