revision,step,trace,max_eig,stable_rank
step0,0,-3.593750,0.398000,89.565000
step1,1,-2.468750,0.398000,88.776000
step2,2,-5.656250,0.398000,89.117000
step4,4,0.988281,0.409000,85.933000
step8,8,15.375000,0.540000,47.154000
step16,16,61.500000,0.738000,31.902000
step32,32,32.500000,0.405000,30.864000
step64,64,15.000000,0.630000,8.476000
step128,128,19.000000,1.073000,7.220000
step256,256,109.000000,4.403000,7.634000
step512,512,266.000000,6.976000,8.340000
step1000,1000,388.000000,6.308000,18.609000
step2000,2000,506.000000,5.724000,28.690000
step5000,5000,740.000000,9.194000,23.734000
step10000,10000,936.000000,15.430000,13.920000
step20000,20000,1012.000000,17.812000,14.102000
step50000,50000,1504.000000,23.484000,14.858000
step100000,100000,1904.000000,-187.581000,8.309000
step140000,140000,5376.000000,576.091000,10.028000
