revision,step,trace,max_eig,stable_rank
step0,0,-0.07861328125,-0.103,40.318
step1,1,0.01080322265625,-0.103,39.398
step2,2,-0.1669921875,-0.103,40.686
step4,4,-0.443359375,-0.102,42.614
step8,8,-0.169921875,-0.092,50.305
step16,16,1.359375,0.116,32.223
step32,32,5.0,0.206,13.255
step64,64,6.6875,0.252,12.425
step128,128,4.53125,0.223,8.601
step256,256,8.875,0.55,4.055
step512,512,113.5,9.625,4.902
step1000,1000,402.0,17.139,7.359
step2000,2000,796.0,23.44,7.991
step5000,5000,712.0,20.745,10.044
step10000,10000,1032.0,31.144,9.568
step20000,20000,1424.0,38.099,12.887
step50000,50000,1528.0,74.119,10.199
step100000,100000,3232.0,1169.515,1.259
step140000,140000,15360.0,6828.384,0.744
