revision,step,trace,max_eig,stable_rank
step0,0,-0.1318359375,0.088,152.336
step1,1,-1.7734375,0.088,152.336
step2,2,-0.1884765625,0.088,154.353
step4,4,-0.6953125,0.088,158.389
step8,8,0.3125,0.091,145.287
step16,16,1.515625,0.105,107.001
step32,32,2.5625,0.149,42.052
step64,64,3.75,0.09,42.679
step128,128,2.40625,0.265,6.258
step256,256,8.75,0.357,12.934
step512,512,42.75,2.148,6.22
step1000,1000,40.0,2.148,11.422
step2000,2000,68.0,10.389,1.346
step5000,5000,169.0,21.912,1.773
step10000,10000,264.0,-22.263,3.652
step20000,20000,512.0,-105.381,1.368
step50000,50000,1288.0,-965.549,1.664
step100000,100000,6336.0,5156.411,0.754
step140000,140000,-137216.0,-496858.372,7.238
