revision,step,trace,max_eig,stable_rank
step0,0,-0.5546875,-0.041,79.589
step1,1,-0.07763671875,-0.041,82.494
step2,2,-0.458984375,-0.041,85.979
step4,4,-0.26171875,-0.041,80.751
step8,8,0.04052734375,-0.041,81.913
step16,16,0.7578125,-0.04,81.177
step32,32,2.9375,0.084,26.158
step64,64,6.75,0.184,17.191
step128,128,5.65625,0.176,15.007
step256,256,6.34375,0.162,17.266
step512,512,10.25,1.417,0.949
step1000,1000,48.25,3.985,2.173
step2000,2000,188.0,7.87,3.425
step5000,5000,432.0,14.507,4.781
step10000,10000,764.0,24.594,7.945
step20000,20000,1216.0,32.015,9.928
step50000,50000,19072.0,6557.428,5.048
step100000,100000,199680.0,76015.208,2.532
step140000,140000,311296.0,-87069.622,4.848
