revision,step,trace,max_eig,stable_rank
step0,0,-0.400390625,-0.146,35.918
step1,1,0.171875,-0.146,36.468
step2,2,-0.016357421875,-0.146,33.719
step4,4,0.1025390625,-0.146,35.368
step8,8,0.98828125,0.138,39.793
step16,16,1.8125,0.185,22.599
step32,32,7.1875,0.363,11.028
step64,64,6.0625,0.309,6.791
step128,128,6.125,0.375,4.917
step256,256,10.25,1.199,5.0
step512,512,70.0,6.864,4.882
step1000,1000,157.0,7.47,7.567
step2000,2000,284.0,14.441,5.021
step5000,5000,608.0,20.232,8.177
step10000,10000,1024.0,33.994,10.117
step20000,20000,2080.0,63.717,11.462
step50000,50000,4000.0,175.89,9.926
step100000,100000,13632.0,2274.302,1.833
step140000,140000,34304.0,18828.016,0.554
