revision,step,trace,max_eig,stable_rank
step0,0,-29.375000,-1.305000,52.393000
step1,1,-21.250000,-1.305000,51.966000
step2,2,-28.750000,-1.304000,55.196000
step4,4,-25.750000,-1.305000,49.694000
step8,8,-24.375000,1.251000,57.143000
step16,16,-15.000000,1.441000,42.080000
step32,32,22.875000,1.762000,18.622000
step64,64,35.750000,0.873000,19.190000
step128,128,43.500000,1.587000,5.317000
step256,256,137.000000,5.726000,4.490000
step512,512,724.000000,12.382000,10.938000
step1000,1000,1144.000000,12.303000,13.823000
step2000,2000,1312.000000,13.219000,20.322000
step5000,5000,1424.000000,35.973000,3.600000
step10000,10000,1624.000000,20.742000,18.038000
step20000,20000,1728.000000,-59.678000,4.423000
step50000,50000,1280.000000,-862.928000,0.829000
step100000,100000,10432.000000,1352.538000,3.274000
step140000,140000,4992.000000,-5445.642000,3.636000
